.title.artist.lyrics.url
0.One Dance.Drake Featuring WizKid & Kyla..
1.Panda.Desiigner..
2.Can't Stop The Feeling!.Justin Timberlake..
3.Work From Home.Fifth Harmony Featuring Ty Dolla $ign..
4.Don't Let Me Down.The Chainsmokers Featuring Daya..
5.7 Years.Lukas Graham..
6.I Took A Pill In Ibiza.Mike Posner..
7.Needed Me.Rihanna..
8.This Is What You Came For.Calvin Harris Featuring Rihanna..
9.Just Like Fire.P!nk..
10.Dangerous Woman.Ariana Grande..
11.Work.Rihanna Featuring Drake..
12.Don't Mind.Kent Jones..
13.Never Forget You.Zara Larsson & MNEK..
14.Pillowtalk.Zayn..
15.Love Yourself.Justin Bieber..
16.Cake By The Ocean.DNCE..
17.Stressed Out.twenty one pilots..
18.Cheap Thrills.Sia Featuring Sean Paul..
19.My House.Flo Rida..
20."H.O.L.Y.".Florida Georgia Line..
21.Ride.twenty one pilots..
22.Low Life.Future Featuring The Weeknd..
23.Me, Myself & I.G-Eazy x Bebe Rexha..
24.Controlla.Drake..
25.Close.Nick Jonas Featuring Tove Lo..
26.All The Way Up.Fat Joe, Remy Ma & JAY Z Featuring French Montana & Infared..
27.Lost Boy.Ruth B..
28.Let It Go.James Bay..
29.Too Good.Drake Featuring Rihanna..
30.Sorry.Justin Bieber..
31.Send My Love (To Your New Lover).Adele..
32.Oui.Jeremih..
33.2 Phones.Kevin Gates..
34.Pop Style.Drake Featuring The Throne..
35.Cut It."O.T. Genasis Featuring Young Dolph"..
36.Me Too.Meghan Trainor..
37.Somewhere On A Beach.Dierks Bentley..
38.Exchange.Bryson Tiller..
39.Sorry.Beyonce..
40.T-Shirt.Thomas Rhett..
41.Came Here To Forget.Blake Shelton..
42.No.Meghan Trainor..
43.Middle.DJ Snake Featuring Bipolar Sunshine..
44.Humble And Kind.Tim McGraw..
45.Never Be Like You.Flume Featuring Kai..
46.My Boo.Ghost Town DJ's..
47.Into You.Ariana Grande..
48.Huntin', Fishin' & Lovin' Every Day.Luke Bryan..
49.Wild Things.Alessia Cara..
50.Wicked.Future..
51.Really Really.Kevin Gates..
52.The Sound Of Silence.Disturbed..
53.Hype.Drake..
54.Snapback.Old Dominion..
55.Uber Everywhere.MadeinTYO..
56.My Church.Maren Morris..
57.Wake Up.Fetty Wap..
58.I Hate U I Love U.gnash Featuring Olivia O'Brien..
59.Childs Play.Drake..
60.Still Here.Drake..
61.Body.Dreezy Featuring Jeremih..
62.Church Bells.Carrie Underwood..
63.Lights Come On.Jason Aldean..
64.Wasted Time.Keith Urban..
65.Record Year.Eric Church..
66.Grammys.Drake Featuring Future..
67.Head Over Boots.Jon Pardi..
68.Messin' Around.Pitbull Featuring Enrique Iglesias..
69.Unsteady.X Ambassadors..
70.You Don't Own Me.Grace Featuring G-Eazy..
71.Mind Reader.Dustin Lynch..
72.Light It Up.Major Lazer Featuring Nyla & Fuse ODG..
73.Kill Em With Kindness.Selena Gomez..
74.Think Of You.Chris Young Duet With Cassadee Pope..
75.Might Not.Belly Featuring The Weeknd..
76.With You.Drake Featuring PARTYNEXTDOOR..
77.Wherever I Go.OneRepublic..
78.Noise.Kenny Chesney..
79.Feel No Ways.Drake..
80.Law.Yo Gotti Featuring E-40..
81.Formation.Beyonce..
82.Gold.Kiiara..
83.If It Ain't Love.Jason Derulo..
84.Moolah.Young Greatness..
85.From The Ground Up.Dan + Shay..
86.9.Drake..
87.Faded.Alan Walker..
88.American Country Love Song.Jake Owen..
89.Youth.Troye Sivan..
90.Piece By Piece.Kelly Clarkson..
91.Peter Pan.Kelsea Ballerini..
92.Make You Miss Me.Sam Hunt..
93.Kiss It Better.Rihanna..
94.Hasta El Amanecer.Nicky Jam..
95.Ophelia.The Lumineers..
96.No Problem.Chance The Rapper Featuring Lil Wayne & 2 Chainz..
97.Different For Girls.Dierks Bentley Featuring Elle King..
98.Fix.Chris Lane..
99.Sit Still, Look Pretty.Daya..
137.All The Way Up.Fat Joe & Remy Ma Featuring French Montana & Infared..
145.One Call Away.Charlie Puth..
172.Lonesome Broken And Blue.Adam Wakefield..
181.U With Me?.Drake..
182.Love On The Brain.Rihanna..
184.Fire & Desire.Drake..
192.Hold Up.Beyonce..
193.Every Breath You Take.Hannah Huston..
194.Redemption.Drake..
199.Down That Road.Alisan Porter..
205.Roses.The Chainsmokers Featuring Rozes..
208.No Money.Galantis..
209.Fast Car.Jonas Blue Featuring Dakota..
210.Sex.Cheat Codes x Kris Kross Amsterdam..
211.Stay.Kygo Featuring Maty Noyes..
212.This One's For You.David Guetta Featuring Zara Larsson..
213.I Wanna Know.Alesso Featuring Nico & Vinz..
214.Running Out.Matoma & Astrid S..
215.Raging.Kygo Featuring Kodaline..
216.Kill The Lights.Alex Newell, Jess Glynne & DJ Cassidy With Nile Rodgers..
